YEAR,QUARTER,MONTH,PEAK DEMAND,DEMAND MET,REGION,STATE,DEMAND NOT MET,DEMAND
2011,Q4,12,5970,5795,EAST,WEST BENGAL,-175,5970
2011,Q4,12,90,90,EAST,SIKKAM,0,90
2011,Q4,12,48,48,EAST,ANDAMAN-NICOBAR,0,48
2011,Q4,12,112,106,NE,ARUNACHAL PRADESH,-6,112
2011,Q4,12,966,949,NE,ASSAM,-17,966
2011,Q4,12,116,115,NE,MANIPUR,-1,116
2011,Q4,12,273,251,NE,MEGHALAYA,-22,273
2011,Q4,12,75,70,NE,MIZORAM,-5,75
2011,Q4,12,111,105,NE,NAGALAND,-6,111
2011,Q4,12,167,166,NE,TRIPURA,-1,167
2012,Q1,1,173,173,NORTH,CHANDIGARH,0,173
2012,Q1,1,4193,3934,NORTH,DELHI,-259,4193
2012,Q1,1,5609,5273,NORTH,HARYANA,-336,5609
2012,Q1,1,1335,1295,NORTH,HIMACHAL PRADESH,-40,1335
2012,Q1,1,2361,1771,NORTH,JAMMU & KASHMIR,-590,2361
2012,Q1,1,5393,5271,NORTH,PUNJAB,-122,5393
2012,Q1,1,7555,7519,NORTH,RAJASTAN,-36,7555
2012,Q1,1,10722,9482,NORTH,UTTAR PRADESH,-1240,10722
2012,Q1,1,1612,1532,NORTH,UTTARAKHAND,-80,1612
2012,Q1,1,2585,2510,WEST,CHATTISGARH,-75,2585
2012,Q1,1,9862,9279,WEST,GUJARAT,-183,9862
2012,Q1,1,8861,7695,WEST,MADYA PRADESH,-1166,8861
2012,Q1,1,19550,15366,WEST,MAHARASTRA,-4184,19550
2012,Q1,1,283,258,WEST,DAMAN AND DIU,-25,283
2012,Q1,1,5827,587,WEST,DADRA AND NAGAR HAVELI,0,5827
2012,Q1,1,499,424,WEST,GOA,-75,499
2012,Q1,1,12178,11099,SOUTH,ANDRA PRADESH,-1079,12178
2012,Q1,1,9084,7711,SOUTH, KARNATAKA,-1373,9084
2012,Q1,1,3315,3093,SOUTH,KERALA,-222,3315
2012,Q1,1,11110,9075,SOUTH,TAMILNADU,-2035,11110
2012,Q1,1,268,266,SOUTH,PUDUCHERRY,-2,268
2012,Q1,1,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q1,1,1837,1500,EAST,BIHAR,-337,1837
2012,Q1,1,2126,2026,EAST,DVC,-100,2126
2012,Q1,1,825,783,EAST,JARKHAND,-42,825
2012,Q1,1,2882,2758,EAST,ORISSA,-124,2882
2012,Q1,1,5610,5580,EAST,WEST BENGAL,-30,5610
2012,Q1,1,90,90,EAST,SIKKAM,0,90
2012,Q1,1,48,48,EAST,ANDAMAN-NICOBAR,0,48
2012,Q1,1,100,96,NE,ARUNACHAL PRADESH,-4,100
2012,Q1,1,985,953,NE,ASSAM,-32,985
2012,Q1,1,106,104,NE,MANIPUR,-2,106
2012,Q1,1,273,267,NE,MEGHALAYA,-6,273
2012,Q1,1,75,73,NE,MIZORAM,-2,75
2012,Q1,1,106,102,NE,NAGALAND,-4,106
2012,Q1,1,170,168,NE,TRIPURA,-4,170
2012,Q1,2,168,168,NORTH,CHANDIGARH,0,168
2012,Q1,2,3665,3608,NORTH,DELHI,-57,3665
2012,Q1,2,5448,5343,NORTH,HARYANA,-105,5448
2012,Q1,2,1397,1298,NORTH,HIMACHAL PRADESH,-99,1397
2012,Q1,2,2385,1789,NORTH,JAMMU & KASHMIR,-596,2385
2012,Q1,2,5846,5762,NORTH,PUNJAB,-84,5846
2012,Q1,2,7779,7545,NORTH,RAJASTAN,-234,7779
2012,Q1,2,11358,10318,NORTH,UTTAR PRADESH,-1040,11358
2012,Q1,2,1600,1600,NORTH,UTTARAKHAND,0,1600
2012,Q1,2,2935,2847,WEST,CHATTISGARH,-88,2935
2012,Q1,2,9774,9638,WEST,GUJARAT,-136,9774
2012,Q1,2,8874,7416,WEST,MADYA PRADESH,-1458,8874
2012,Q1,2,19697,16417,WEST,MAHARASTRA,-3280,19697
2012,Q1,2,284,259,WEST,DAMAN AND DIU,-25,284
2012,Q1,2,569,569,WEST,DADRA AND NAGAR HAVELI,0,569
2012,Q1,2,435,406,WEST,GOA,-29,435
2012,Q1,2,12913,11313,SOUTH,ANDRA PRADESH,-1600,12913
2012,Q1,2,9819,8065,SOUTH, KARNATAKA,-1754,9819
2012,Q1,2,3377,3216,SOUTH,KERALA,-161,3377
2012,Q1,2,12166,8980,SOUTH,TAMILNADU,-3186,12166
2012,Q1,2,288,286,SOUTH,PUDUCHERRY,-2,288
2012,Q1,2,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q1,2,1806,1469,EAST,BIHAR,-337,1806
2012,Q1,2,2113,2038,EAST,DVC,-75,2113
2012,Q1,2,846,793,EAST,JARKHAND,-53,846
2012,Q1,2,3535,3375,EAST,ORISSA,-160,3535
2012,Q1,2,6186,6186,EAST,WEST BENGAL,0,6186
2012,Q1,2,90,90,EAST,SIKKAM,0,90
2012,Q1,2,48,48,EAST,ANDAMAN-NICOBAR,0,48
2012,Q1,2,90,87,NE,ARUNACHAL PRADESH,-3,90
2012,Q1,2,987,946,NE,ASSAM,-41,987
2012,Q1,2,105,104,NE,MANIPUR,-1,105
2012,Q1,2,290,255,NE,MEGHALAYA,-35,290
2012,Q1,2,82,76,NE,MIZORAM,-6,82
2012,Q1,2,100,99,NE,NAGALAND,-1,100
2012,Q1,2,165,16,NE,TRIPURA,0,165
2012,Q1,3,168,168,NORTH,CHANDIGARH,0,168
2012,Q1,3,3359,3316,NORTH,DELHI,-43,3359
2012,Q1,3,5352,5277,NORTH,HARYANA,-75,5352
2012,Q1,3,1259,1148,NORTH,HIMACHAL PRADESH,-111,1259
2012,Q1,3,2000,1708,NORTH,JAMMU & KASHMIR,-292,2000
2012,Q1,3,573,5559,NORTH,PUNJAB,-173,573
2012,Q1,3,27827,7605,NORTH,RAJASTAN,-222,27827
2012,Q1,3,11977,11767,NORTH,UTTAR PRADESH,-210,11977
2012,Q1,3,1506,1506,NORTH,UTTARAKHAND,0,1506
2012,Q1,3,3214,3093,WEST,CHATTISGARH,-121,3214
2012,Q1,3,10635,10492,WEST,GUJARAT,-143,10635
2012,Q1,3,8705,8505,WEST,MADYA PRADESH,-400,8705
2012,Q1,3,19640,16151,WEST,MAHARASTRA,-3489,19640
2012,Q1,3,284,259,WEST,DAMAN AND DIU,-25,284
2012,Q1,3,577,577,WEST,DADRA AND NAGAR HAVELI,0,577
2012,Q1,3,527,450,WEST,GOA,-77,527
2012,Q1,3,14054,11972,SOUTH,ANDRA PRADESH,-2082,14054
2012,Q1,3,10545,8549,SOUTH, KARNATAKA,-1996,10545
2012,Q1,3,3516,3337,SOUTH,KERALA,-179,3516
2012,Q1,3,12813,10006,SOUTH,TAMILNADU,-2507,12813
2012,Q1,3,314,311,SOUTH,PUDUCHERRY,-3,314
2012,Q1,3,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q1,3,1878,1671,EAST,BIHAR,-207,1878
2012,Q1,3,2140,2074,EAST,DVC,-66,2140
2012,Q1,3,956,868,EAST,JARKHAND,-88,956
2012,Q1,3,3492,3185,EAST,ORISSA,-307,3492
2012,Q1,3,6592,6532,EAST,WEST BENGAL,-60,6592
2012,Q1,3,90,90,EAST,SIKKAM,0,90
2012,Q1,3,48,48,EAST,ANDAMAN-NICOBAR,0,48
2012,Q1,3,101,97,NE,ARUNACHAL PRADESH,-4,101
2012,Q1,3,1032,978,NE,ASSAM,-54,1032
2012,Q1,3,105,103,NE,MANIPUR,-2,105
2012,Q1,3,292,253,NE,MEGHALAYA,-39,292
2012,Q1,3,75,73,NE,MIZORAM,-2,75
2012,Q1,3,101,96,NE,NAGALAND,-5,101
2012,Q1,3,181,171,NE,TRIPURA,-10,181
2012,Q2,4,215,215,NORTH,CHANDIGARH,0,215
2012,Q2,4,3779,3779,NORTH,DELHI,0,3779
2012,Q2,4,5755,5628,NORTH,HARYANA,-127,5755
2012,Q2,4,1413,1198,NORTH,HIMACHAL PRADESH,-215,1413
2012,Q2,4,2125,1593,NORTH,JAMMU & KASHMIR,-532,2125
2012,Q2,4,6391,5246,NORTH,PUNJAB,-1145,6391
2012,Q2,4,7143,7112,NORTH,RAJASTAN,-31,7143
2012,Q2,4,11690,11465,NORTH,UTTAR PRADESH,-225,11690
2012,Q2,4,1467,1237,NORTH,UTTARAKHAND,-230,1467
2012,Q2,4,3271,3134,WEST,CHATTISGARH,-137,3271
2012,Q2,4,10869,10845,WEST,GUJARAT,-24,10869
2012,Q2,4,8165,6704,WEST,MADYA PRADESH,-1461,8165
2012,Q2,4,17934,16765,WEST,MAHARASTRA,-1169,17934
2012,Q2,4,284,259,WEST,DAMAN AND DIU,-25,284
2012,Q2,4,587,587,WEST,DADRA AND NAGAR HAVELI,0,587
2012,Q2,4,452,450,WEST,GOA,-2,452
2012,Q2,4,13417,11335,SOUTH,ANDRA PRADESH,-2082,13417
2012,Q2,4,10124,8264,SOUTH, KARNATAKA,-1860,10124
2012,Q2,4,3437,3058,SOUTH,KERALA,-379,3437
2012,Q2,4,12499,9841,SOUTH,TAMILNADU,-2658,12499
2012,Q2,4,315,311,SOUTH,PUDUCHERRY,-4,315
2012,Q2,4,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q2,4,2177,1682,EAST,BIHAR,-495,2177
2012,Q2,4,2354,2261,EAST,DVC,-93,2354
2012,Q2,4,954,876,EAST,JARKHAND,-78,954
2012,Q2,4,3480,3161,EAST,ORISSA,-319,3480
2012,Q2,4,7009,6912,EAST,WEST BENGAL,-97,7009
2012,Q2,4,90,90,EAST,SIKKAM,0,90
2012,Q2,4,48,48,EAST,ANDAMAN-NICOBAR,0,48
2012,Q2,4,106,103,NE,ARUNACHAL PRADESH,-3,106
2012,Q2,4,1053,1019,NE,ASSAM,-34,1053
2012,Q2,4,105,104,NE,MANIPUR,-1,105
2012,Q2,4,275,269,NE,MEGHALAYA,-6,275
2012,Q2,4,65,60,NE,MIZORAM,-5,65
2012,Q2,4,100,98,NE,NAGALAND,-2,100
2012,Q2,4,180,177,NE,TRIPURA,-3,180
2012,Q2,5,303,303,NORTH,CHANDIGARH,0,303
2012,Q2,5,5337,5155,NORTH,DELHI,-182,5337
2012,Q2,5,6001,5623,NORTH,HARYANA,-378,6001
2012,Q2,5,1559,1374,NORTH,HIMACHAL PRADESH,-185,1559
2012,Q2,5,2149,1612,NORTH,JAMMU & KASHMIR,-537,2149
2012,Q2,5,7236,6091,NORTH,PUNJAB,-1145,7236
2012,Q2,5,7511,7450,NORTH,RAJASTAN,-61,7511
2012,Q2,5,13373,11634,NORTH,UTTAR PRADESH,-1739,13373
2012,Q2,5,1700,1620,NORTH,UTTARAKHAND,-80,1700
2012,Q2,5,3058,2938,WEST,CHATTISGARH,-120,3058
2012,Q2,5,11119,10990,WEST,GUJARAT,-129,11119
2012,Q2,5,7283,6549,WEST,MADYA PRADESH,-734,7283
2012,Q2,5,17762,16694,WEST,MAHARASTRA,-1068,17762
2012,Q2,5,300,275,WEST,DAMAN AND DIU,-25,300
2012,Q2,5,608,608,WEST,DADRA AND NAGAR HAVELI,0,608
2012,Q2,5,432,432,WEST,GOA,0,432
2012,Q2,5,12658,11099,SOUTH,ANDRA PRADESH,-1559,12658
2012,Q2,5,9424,8148,SOUTH, KARNATAKA,-1276,9424
2012,Q2,5,3578,3166,SOUTH,KERALA,-412,3578
2012,Q2,5,11967,10182,SOUTH,TAMILNADU,-1985,11967
2012,Q2,5,321,318,SOUTH,PUDUCHERRY,-3,321
2012,Q2,5,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q2,5,2208,1718,EAST,BIHAR,-490,2208
2012,Q2,5,2513,2409,EAST,DVC,-104,2513
2012,Q2,5,1047,949,EAST,JARKHAND,-98,1047
2012,Q2,5,3968,3458,EAST,ORISSA,-510,3968
2012,Q2,5,7322,7249,EAST,WEST BENGAL,-73,7322
2012,Q2,5,95,95,EAST,SIKKAM,0,95
2012,Q2,5,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q2,5,100,98,NE,ARUNACHAL PRADESH,-2,100
2012,Q2,5,1104,1093,NE,ASSAM,-11,1104
2012,Q2,5,110,107,NE,MANIPUR,-3,110
2012,Q2,5,271,256,NE,MEGHALAYA,-15,271
2012,Q2,5,65,64,NE,MIZORAM,-1,65
2012,Q2,5,90,86,NE,NAGALAND,-4,90
2012,Q2,5,185,183,NE,TRIPURA,-2,185
2012,Q2,6,329,329,NORTH,CHANDIGARH,0,329
2012,Q2,6,5550,5330,NORTH,DELHI,-220,5550
2012,Q2,6,6656,6535,NORTH,HARYANA,-121,6656
2012,Q2,6,2116,1672,NORTH,HIMACHAL PRADESH,-444,2116
2012,Q2,6,2150,1613,NORTH,JAMMU & KASHMIR,-537,2150
2012,Q2,6,10474,8452,NORTH,PUNJAB,-2022,10474
2012,Q2,6,7686,7634,NORTH,RAJASTAN,-52,7686
2012,Q2,6,13349,12048,NORTH,UTTAR PRADESH,-1301,13349
2012,Q2,6,1757,1397,NORTH,UTTARAKHAND,-360,1757
2012,Q2,6,2898,2697,WEST,CHATTISGARH,-201,2898
2012,Q2,6,11027,10848,WEST,GUJARAT,-179,11027
2012,Q2,6,7259,6489,WEST,MADYA PRADESH,-770,7259
2012,Q2,6,17770,16670,WEST,MAHARASTRA,-1100,17770
2012,Q2,6,301,276,WEST,DAMAN AND DIU,-25,301
2012,Q2,6,607,607,WEST,DADRA AND NAGAR HAVELI,0,607
2012,Q2,6,432,432,WEST,GOA,0,432
2012,Q2,6,12764,10826,SOUTH,ANDRA PRADESH,-1938,12764
2012,Q2,6,9108,8066,SOUTH, KARNATAKA,-1042,9108
2012,Q2,6,3364,3167,SOUTH,KERALA,-197,3364
2012,Q2,6,12296,11053,SOUTH,TAMILNADU,-1243,12296
2012,Q2,6,335,320,SOUTH,PUDUCHERRY,-15,335
2012,Q2,6,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q2,6,2295,1784,EAST,BIHAR,-511,2295
2012,Q2,6,2543,2439,EAST,DVC,-104,2543
2012,Q2,6,1067,969,EAST,JARKHAND,-98,1067
2012,Q2,6,3916,3694,EAST,ORISSA,-222,3916
2012,Q2,6,6862,6782,EAST,WEST BENGAL,-80,6862
2012,Q2,6,95,95,EAST,SIKKAM,0,95
2012,Q2,6,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q2,6,116,114,NE,ARUNACHAL PRADESH,-2,116
2012,Q2,6,1186,1052,NE,ASSAM,-134,1186
2012,Q2,6,116,113,NE,MANIPUR,-3,116
2012,Q2,6,272,268,NE,MEGHALAYA,-4,272
2012,Q2,6,64,62,NE,MIZORAM,-2,64
2012,Q2,6,100,95,NE,NAGALAND,-5,100
2012,Q2,6,181,179,NE,TRIPURA,-2,181
2012,Q3,7,340,340,NORTH,CHANDIGARH,0,340
2012,Q3,7,5942,5642,NORTH,DELHI,-300,5942
2012,Q3,7,7432,6725,NORTH,HARYANA,-707,7432
2012,Q3,7,1346,1250,NORTH,HIMACHAL PRADESH,-96,1346
2012,Q3,7,2277,1708,NORTH,JAMMU & KASHMIR,-569,2277
2012,Q3,7,11520,8073,NORTH,PUNJAB,-3447,11520
2012,Q3,7,7765,7690,NORTH,RAJASTAN,-75,7765
2012,Q3,7,13940,11975,NORTH,UTTAR PRADESH,-1965,13940
2012,Q3,7,1749,1409,NORTH,UTTARAKHAND,-340,1749
2012,Q3,7,2838,2674,WEST,CHATTISGARH,-164,2838
2012,Q3,7,11481,11213,WEST,GUJARAT,-268,11481
2012,Q3,7,6015,5275,WEST,MADYA PRADESH,-740,6015
2012,Q3,7,15229,14435,WEST,MAHARASTRA,-794,15229
2012,Q3,7,301,276,WEST,DAMAN AND DIU,-25,301
2012,Q3,7,622,622,WEST,DADRA AND NAGAR HAVELI,0,622
2012,Q3,7,452,452,WEST,GOA,0,452
2012,Q3,7,12644,9508,SOUTH,ANDRA PRADESH,0-3136,12644
2012,Q3,7,9103,7831,SOUTH, KARNATAKA,-1272,9103
2012,Q3,7,3368,3262,SOUTH,KERALA,-106,3368
2012,Q3,7,12269,10877,SOUTH,TAMILNADU,-1392,12269
2012,Q3,7,336,311,SOUTH,PUDUCHERRY,-152,336
2012,Q3,7,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q3,7,2237,1727,EAST,BIHAR,-510,2237
2012,Q3,7,2573,2469,EAST,DVC,-104,2573
2012,Q3,7,1106,1033,EAST,JARKHAND,-73,1106
2012,Q3,7,3377,3158,EAST,ORISSA,-219,3377
2012,Q3,7,6997,6915,EAST,WEST BENGAL,-82,6997
2012,Q3,7,95,95,EAST,SIKKAM,0,95
2012,Q3,7,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q3,7,112,110,NE,ARUNACHAL PRADESH,-2,112
2012,Q3,7,1109,1072,NE,ASSAM,-37,1109
2012,Q3,7,117,112,NE,MANIPUR,-5,117
2012,Q3,7,280,279,NE,MEGHALAYA,-1,280
2012,Q3,7,65,61,NE,MIZORAM,-4,65
2012,Q3,7,96,94,NE,NAGALAND,-2,96
2012,Q3,7,181,178,NE,TRIPURA,-3,181
2012,Q3,8,303,303,NORTH,CHANDIGARH,0,303
2012,Q3,8,5085,4652,NORTH,DELHI,-433,5085
2012,Q3,8,7219,6598,NORTH,HARYANA,-621,7219
2012,Q3,8,1335,1196,NORTH,HIMACHAL PRADESH,-139,1335
2012,Q3,8,2284,1713,NORTH,JAMMU & KASHMIR,-571,2284
2012,Q3,8,9114,8751,NORTH,PUNJAB,-363,9114
2012,Q3,8,7044,3044,NORTH,RAJASTAN,0,7044
2012,Q3,8,11410,10614,NORTH,UTTAR PRADESH,-796,11410
2012,Q3,8,1607,1527,NORTH,UTTARAKHAND,-80,1607
2012,Q3,8,3038,2774,WEST,CHATTISGARH,-264,3038
2012,Q3,8,11373,11270,WEST,GUJARAT,-103,11373
2012,Q3,8,5690,5635,WEST,MADYA PRADESH,-55,5690
2012,Q3,8,15778,14619,WEST,MAHARASTRA,-1159,15778
2012,Q3,8,311,286,WEST,DAMAN AND DIU,-25,311
2012,Q3,8,621,621,WEST,DADRA AND NAGAR HAVELI,0,621
2012,Q3,8,146,426,WEST,GOA,0,146
2012,Q3,8,13876,9929,SOUTH,ANDRA PRADESH,-3947,13876
2012,Q3,8,8950,7689,SOUTH, KARNATAKA,-1261,8950
2012,Q3,8,3418,3235,SOUTH,KERALA,-183,3418
2012,Q3,8,12004,10566,SOUTH,TAMILNADU,-1438,12004
2012,Q3,8,348,300,SOUTH,PUDUCHERRY,-48,348
2012,Q3,8,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q3,8,2270,1740,EAST,BIHAR,-530,2270
2012,Q3,8,2226,2139,EAST,DVC,-87,2226
2012,Q3,8,1085,1002,EAST,JARKHAND,-83,1085
2012,Q3,8,3723,3497,EAST,ORISSA,-226,3723
2012,Q3,8,6790,6521,EAST,WEST BENGAL,-69,6790
2012,Q3,8,95,95,EAST,SIKKAM,0,95
2012,Q3,8,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q3,8,105,103,NE,ARUNACHAL PRADESH,-2,105
2012,Q3,8,1171,1095,NE,ASSAM,-76,1171
2012,Q3,8,120,119,NE,MANIPUR,-1,120
2012,Q3,8,287,275,NE,MEGHALAYA,-12,287
2012,Q3,8,65,62,NE,MIZORAM,-3,65
2012,Q3,8,101,97,NE,NAGALAND,-4,101
2012,Q3,8,211,178,NE,TRIPURA,-33,211
2012,Q3,9,286,286,NORTH,CHANDIGARH,0,286
2012,Q3,9,4636,4621,NORTH,DELHI,-15,4636
2012,Q3,9,6470,6174,NORTH,HARYANA,-296,6470
2012,Q3,9,13454,1240,NORTH,HIMACHAL PRADESH,-105,13454
2012,Q3,9,2274,1705,NORTH,JAMMU & KASHMIR,-569,2274
2012,Q3,9,8147,8147,NORTH,PUNJAB,0,8147
2012,Q3,9,7464,7139,NORTH,RAJASTAN,-325,7464
2012,Q3,9,12665,10958,NORTH,UTTAR PRADESH,-1707,12665
2012,Q3,9,1646,1646,NORTH,UTTARAKHAND,0,1646
2012,Q3,9,2907,2887,WEST,CHATTISGARH,-20,2907
2012,Q3,9,10809,10762,WEST,GUJARAT,-47,10809
2012,Q3,9,6586,6585,WEST,MADYA PRADESH,-1,6586
2012,Q3,9,15951,15563,WEST,MAHARASTRA,-388,15951
2012,Q3,9,311,286,WEST,DAMAN AND DIU,-25,311
2012,Q3,9,629,629,WEST,DADRA AND NAGAR HAVELI,0,629
2012,Q3,9,445,398,WEST,GOA,-47,445
2012,Q3,9,13974,10438,SOUTH,ANDRA PRADESH,-3536,13974
2012,Q3,9,9404,7863,SOUTH, KARNATAKA,-1541,9404
2012,Q3,9,3470,3147,SOUTH,KERALA,-323,3470
2012,Q3,9,12606,10348,SOUTH,TAMILNADU,-2258,12606
2012,Q3,9,340,308,SOUTH,PUDUCHERRY,-32,340
2012,Q3,9,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q3,9,2233,1698,EAST,BIHAR,-535,2233
2012,Q3,9,2332,2233,EAST,DVC,-99,2332
2012,Q3,9,1085,1007,EAST,JARKHAND,-78,1085
2012,Q3,9,3674,3428,EAST,ORISSA,-246,3674
2012,Q3,9,6759,6684,EAST,WEST BENGAL,-75,6759
2012,Q3,9,95,95,EAST,SIKKAM,0,95
2012,Q3,9,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q3,9,115,112,NE,ARUNACHAL PRADESH,-3,115
2012,Q3,9,1144,1073,NE,ASSAM,-71,1144
2012,Q3,9,118,114,NE,MANIPUR,-4,118
2012,Q3,9,281,278,NE,MEGHALAYA,-3,281
2012,Q3,9,65,64,NE,MIZORAM,-1,65
2012,Q3,9,100,97,NE,NAGALAND,-3,100
2012,Q3,9,201,197,NE,TRIPURA,-4,201
2012,Q4,10,242,242,NORTH,CHANDIGARH,0,242
2012,Q4,10,3995,3995,NORTH,DELHI,0,3995
2012,Q4,10,6284,5989,NORTH,HARYANA,-295,6284
2012,Q4,10,1380,1298,NORTH,HIMACHAL PRADESH,-82,1380
2012,Q4,10,2284,1686,NORTH,JAMMU & KASHMIR,-562,2284
2012,Q4,10,8441,6860,NORTH,PUNJAB,-1581,8441
2012,Q4,10,7454,7454,NORTH,RAJASTAN,0,7454
2012,Q4,10,11883,10471,NORTH,UTTAR PRADESH,-1412,11883
2012,Q4,10,1672,1592,NORTH,UTTARAKHAND,-80,1672
2012,Q4,10,2971,2860,WEST,CHATTISGARH,-111,2971
2012,Q4,10,11999,11960,WEST,GUJARAT,-39,11999
2012,Q4,10,8920,8802,WEST,MADYA PRADESH,-118,8920
2012,Q4,10,17114,16395,WEST,MAHARASTRA,-719,17114
2012,Q4,10,299,274,WEST,DAMAN AND DIU,-25,299
2012,Q4,10,605,605,WEST,DADRA AND NAGAR HAVELI,0,605
2012,Q4,10,438,389,WEST,GOA,-49,438
2012,Q4,10,13730,10901,SOUTH,ANDRA PRADESH,-2829,13730
2012,Q4,10,8978,7601,SOUTH, KARNATAKA,-1377,8978
2012,Q4,10,3446,3024,SOUTH,KERALA,-422,3446
2012,Q4,10,12538,10269,SOUTH,TAMILNADU,-2269,12538
2012,Q4,10,333,315,SOUTH,PUDUCHERRY,-18,333
2012,Q4,10,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q4,10,2187,1688,EAST,BIHAR,-499,2187
2012,Q4,10,2417,2335,EAST,DVC,-82,2417
2012,Q4,10,1094,1001,EAST,JARKHAND,-93,1094
2012,Q4,10,3530,3334,EAST,ORISSA,-196,3530
2012,Q4,10,6627,6586,EAST,WEST BENGAL,-41,6627
2012,Q4,10,95,95,EAST,SIKKAM,0,95
2012,Q4,10,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q4,10,105,101,NE,ARUNACHAL PRADESH,-4,105
2012,Q4,10,1124,1098,NE,ASSAM,-26,1124
2012,Q4,10,117,110,NE,MANIPUR,-7,117
2012,Q4,10,263,264,NE,MEGHALAYA,1,263
2012,Q4,10,68,65,NE,MIZORAM,-3,68
2012,Q4,10,110,109,NE,NAGALAND,-1,110
2012,Q4,10,229,228,NE,TRIPURA,-1,229
2012,Q4,11,194,194,NORTH,CHANDIGARH,0,194
2012,Q4,11,3249,3234,NORTH,DELHI,-15,3249
2012,Q4,11,5753,5504,NORTH,HARYANA,-249,5753
2012,Q4,11,1389,1304,NORTH,HIMACHAL PRADESH,-85,1389
2012,Q4,11,2346,1760,NORTH,JAMMU & KASHMIR,-586,2346
2012,Q4,11,5676,4502,NORTH,PUNJAB,-1174,5676
2012,Q4,11,7671,7527,NORTH,RAJASTAN,-144,7671
2012,Q4,11,12876,11716,NORTH,UTTAR PRADESH,-1160,12876
2012,Q4,11,1679,1449,NORTH,UTTARAKHAND,-230,1679
2012,Q4,11,2781,2671,WEST,CHATTISGARH,-110,2781
2012,Q4,11,11243,11228,WEST,GUJARAT,-15,11243
2012,Q4,11,10077,9462,WEST,MADYA PRADESH,-615,10077
2012,Q4,11,17125,16332,WEST,MAHARASTRA,-793,17125
2012,Q4,11,194,269,WEST,DAMAN AND DIU,-25,194
2012,Q4,11,613,613,WEST,DADRA AND NAGAR HAVELI,0,613
2012,Q4,11,449,395,WEST,GOA,-54,449
2012,Q4,11,12191,10217,SOUTH,ANDRA PRADESH,-1974,12191
2012,Q4,11,9123,7852,SOUTH, KARNATAKA,-1271,9123
2012,Q4,11,3391,2988,SOUTH,KERALA,-403,3391
2012,Q4,11,11755,8306,SOUTH,TAMILNADU,-3449,11755
2012,Q4,11,312,297,SOUTH,PUDUCHERRY,-15,312
2012,Q4,11,8,8,SOUTH,LAKSHADWEEP,0,8
2012,Q4,11,2186,1687,EAST,BIHAR,-499,2186
2012,Q4,11,2473,2392,EAST,DVC,-81,2473
2012,Q4,11,1106,1013,EAST,JARKHAND,-93,1106
2012,Q4,11,3428,3232,EAST,ORISSA,-196,3428
2012,Q4,11,6603,6562,EAST,WEST BENGAL,-41,6603
2012,Q4,11,80,80,EAST,SIKKAM,0,80
2012,Q4,11,40,32,EAST,ANDAMAN-NICOBAR,-8,40
2012,Q4,11,104,103,NE,ARUNACHAL PRADESH,-1,104
2012,Q4,11,1197,1105,NE,ASSAM,-92,1197
2012,Q4,11,115,114,NE,MANIPUR,-1,115
2012,Q4,11,288,285,NE,MEGHALAYA,-3,288
2012,Q4,11,68,66,NE,MIZORAM,-2,68
2012,Q4,11,94,93,NE,NAGALAND,-1,94
2012,Q4,11,194,193,NE,TRIPURA,-1,194
2012,Q4,12,232,232,NORTH,CHANDIGARH,0,232
2012,Q4,12,3746,3643,NORTH,DELHI,-103,3746
2012,Q4,12,6851,5867,NORTH,HARYANA,-984,6851
2012,Q4,12,1453,1360,NORTH,HIMACHAL PRADESH,-93,1453
2012,Q4,12,2422,1817,NORTH,JAMMU & KASHMIR,-605,2422
2012,Q4,12,5336,5336,NORTH,PUNJAB,0,5336
2012,Q4,12,8511,8255,NORTH,RAJASTAN,-256,8511
2012,Q4,12,12373,9613,NORTH,UTTAR PRADESH,-2760,12373
2012,Q4,12,1742,1487,NORTH,UTTARAKHAND,-255,1742
2012,Q4,12,2825,2610,WEST,CHATTISGARH,-215,2825
2012,Q4,12,11002,10922,WEST,GUJARAT,-80,11002
2012,Q4,12,9913,8621,WEST,MADYA PRADESH,-1292,9913
2012,Q4,12,17126,16404,WEST,MAHARASTRA,-722,17126
2012,Q4,12,292,267,WEST,DAMAN AND DIU,-25,292
2012,Q4,12,625,625,WEST,DADRA AND NAGAR HAVELI,0,625
2012,Q4,12,491,434,WEST,GOA,-57,491
2012,Q4,12,12862,10551,SOUTH,ANDRA PRADESH,-2311,12862
2012,Q4,12,9267,7959,SOUTH, KARNATAKA,-1308,9267
